,MARGINALPDBC_1,MARGINALPDBC_2,MARGINALPDBCPT_1,MARGINALPDBCPT_2,Demanda no servida sobre marginal_ES,Total Compras_ES,Total Ventas_ES,Total Contratos Bilaterales_ES,Demanda no servida sobre marginal_PT,Total Compras_PT,Total Ventas_PT,Total Contratos Bilaterales_PT,Demanda no servida sobre marginal_MI,Total Compras_MI,Total Ventas_MI,Total Contratos Bilaterales_MI
2018-10-03 01:00:00,58.79,58.79,58.79,58.79,,"16.340,8","14.749,1",,,"5.827,5","4.919,2",,,"22.168,3","19.668,3",
2018-10-03 02:00:00,57.55,57.55,57.55,57.55,,"15.844,6","14.386,4",,,"5.798,7","4.756,9",,,"21.643,3","19.143,3",
2018-10-03 03:00:00,57.0,57.0,57.0,57.0,,"15.550,6","14.438,6",,,"5.854,3","4.466,3",,,"21.404,9","18.904,9",
2018-10-03 04:00:00,57.0,57.0,57.0,57.0,,"15.424,1","14.188,9",,,"5.785,6","4.520,8",,,"21.209,7","18.709,7",
2018-10-03 05:00:00,57.0,57.0,57.0,57.0,,"15.456,0","14.116,4",,,"5.759,5","4.599,1",,,"21.215,5","18.715,5",
2018-10-03 06:00:00,61.03,61.03,61.03,61.03,,"16.801,3","14.842,9",,,"4.811,5","5.421,8",,,"21.612,8","20.264,7",
2018-10-03 07:00:00,77.0,77.0,77.0,77.0,,"19.249,8","18.581,4",,,"5.084,3","7.318,7",,,"24.334,1","25.900,1",
2018-10-03 08:00:00,78.68,78.68,78.68,78.68,,"20.501,6","19.649,7",,,"5.476,6","8.415,1",,,"25.978,2","28.064,8",
2018-10-03 09:00:00,79.73,79.73,79.73,79.73,,"21.123,5","20.175,8",,,"6.090,1","8.862,6",,,"27.213,6","29.038,4",
2018-10-03 10:00:00,78.0,78.0,78.0,78.0,,"21.418,8","21.183,2",,,"6.358,1","8.013,4",,,"27.776,9","29.196,6",
2018-10-03 11:00:00,76.89,76.89,76.89,76.89,,"22.088,5","21.974,7",,,"6.541,6","7.380,2",,,"28.630,1","29.354,9",
2018-10-03 12:00:00,75.67,75.67,75.67,75.67,,"23.078,0","21.782,8",,,"6.748,4","6.687,6",,,"29.826,4","28.470,4",
2018-10-03 13:00:00,75.85,75.85,75.85,75.85,,"23.623,7","22.099,0",,,"6.693,3","6.457,0",,,"30.317,0","28.556,0",
2018-10-03 14:00:00,74.01,74.01,74.01,74.01,,"23.392,4","21.086,4",,,"6.668,3","5.874,3",,,"30.060,7","26.960,7",
2018-10-03 15:00:00,73.78,73.78,73.78,73.78,,"22.873,1","20.956,8",,,"6.887,0","5.703,3",,,"29.760,1","26.660,1",
2018-10-03 16:00:00,73.7,73.7,73.7,73.7,,"22.434,8","20.669,0",,,"6.921,5","5.587,3",,,"29.356,3","26.256,3",
2018-10-03 17:00:00,74.14,74.14,74.14,74.14,,"22.090,0","20.475,0",,,"6.913,3","5.536,5",,,"29.003,3","26.011,5",
2018-10-03 18:00:00,77.03,77.03,77.03,77.03,,"21.058,4","21.325,1",,,"6.534,2","6.447,5",,,"27.592,6","27.772,6",
2018-10-03 19:00:00,80.0,80.0,80.0,80.0,,"20.568,8","21.382,8",,,"6.463,0","7.849,0",,,"27.031,8","29.231,8",
2018-10-03 20:00:00,81.65,81.65,81.65,81.65,,"22.192,6","21.610,7",,,"6.779,2","8.359,4",,,"28.971,8","29.970,1",
2018-10-03 21:00:00,78.27,78.27,78.27,78.27,,"22.431,9","20.076,3",,,"6.866,9","7.538,0",,,"29.298,8","27.614,3",
2018-10-03 22:00:00,74.89,74.89,74.89,74.89,,"20.776,1","17.931,2",,,"6.497,0","6.041,9",,,"27.273,1","23.973,1",
2018-10-03 23:00:00,71.1,71.1,71.1,71.1,,"18.517,8","16.707,1",,,"6.048,5","5.359,2",,,"24.566,3","22.066,3",
2018-10-04 00:00:00,65.08,65.08,65.08,65.08,,"17.164,8","15.631,3",,,"5.751,0","4.784,5",,,"22.915,8","20.415,8",
2018-10-04 01:00:00,62.21,62.21,62.21,62.21,,"16.016,6","14.829,2",,,"5.354,7","4.042,1",,,"21.371,3","18.871,3",
2018-10-04 02:00:00,61.85,61.85,61.85,61.85,,"15.351,9","13.962,4",,,"5.067,3","3.956,8",,,"20.419,2","17.919,2",
2018-10-04 03:00:00,61.67,61.67,61.67,61.67,,"15.126,7","13.497,2",,,"4.889,4","4.018,9",,,"20.016,1","17.516,1",
2018-10-04 04:00:00,61.85,61.85,61.85,61.85,,"14.965,2","13.220,1",,,"4.817,8","4.062,9",,,"19.783,0","17.283,0",
2018-10-04 05:00:00,61.89,61.89,61.89,61.89,,"15.025,6","13.150,4",,,"4.783,0","4.158,2",,,"19.808,6","17.308,6",
2018-10-04 06:00:00,74.67,74.67,74.67,74.67,,"16.278,9","16.118,8",,,"4.839,7","4.661,2",,,"21.118,6","20.780,0",
2018-10-04 07:00:00,80.37,80.37,80.37,80.37,,"18.743,6","18.542,3",,,"4.988,2","7.307,3",,,"23.731,8","25.849,6",
2018-10-04 08:00:00,81.22,81.22,81.22,81.22,,"19.413,1","18.829,0",,,"5.368,5","8.043,1",,,"24.781,6","26.872,1",
2018-10-04 09:00:00,82.3,82.3,82.3,82.3,,"20.050,4","19.824,1",,,"5.958,2","8.384,5",,,"26.008,6","28.208,6",
2018-10-04 10:00:00,79.17,79.17,79.17,79.17,,"21.042,8","20.371,9",,,"6.312,1","7.355,8",,,"27.354,9","27.727,7",
2018-10-04 11:00:00,76.89,76.89,76.89,76.89,,"21.822,2","21.178,3",,,"6.482,8","6.488,4",,,"28.305,0","27.666,7",
2018-10-04 12:00:00,75.04,75.04,75.04,75.04,,"23.079,7","20.821,3",,,"6.632,1","5.790,5",,,"29.711,8","26.611,8",
2018-10-04 13:00:00,75.21,75.21,75.21,75.21,,"23.457,2","21.057,5",,,"6.509,3","5.809,0",,,"29.966,5","26.866,5",
2018-10-04 14:00:00,74.9,74.9,74.9,74.9,,"22.841,1","20.923,9",,,"6.731,1","5.548,3",,,"29.572,2","26.472,2",
2018-10-04 15:00:00,74.89,74.89,74.89,74.89,,"22.507,4","20.866,8",,,"6.965,8","5.506,4",,,"29.473,2","26.373,2",
2018-10-04 16:00:00,74.89,74.89,74.89,74.89,,"22.333,1","20.599,0",,,"6.983,8","5.617,9",,,"29.316,9","26.216,9",
2018-10-04 17:00:00,77.24,77.24,77.24,77.24,,"21.864,8","21.320,0",,,"6.790,0","6.707,9",,,"28.654,8","28.027,9",
2018-10-04 18:00:00,80.0,80.0,80.0,80.0,,"20.527,4","21.228,8",,,"6.380,0","7.878,6",,,"26.907,4","29.107,4",
2018-10-04 19:00:00,80.48,80.48,80.48,80.48,,"20.007,1","20.217,3",,,"6.309,2","8.299,0",,,"26.316,3","28.516,3",
2018-10-04 20:00:00,84.13,84.13,84.13,84.13,,"21.202,5","21.250,2",,,"6.624,6","8.750,3",,,"27.827,1","30.000,5",
2018-10-04 21:00:00,79.81,79.81,79.81,79.81,,"21.706,1","19.462,8",,,"6.723,3","7.815,6",,,"28.429,4","27.278,4",
2018-10-04 22:00:00,76.2,76.2,76.2,76.2,,"19.338,3","18.118,7",,,"6.325,7","6.073,6",,,"25.664,0","24.192,3",
2018-10-04 23:00:00,71.18,71.18,71.18,71.18,,"17.699,6","16.081,2",,,"6.041,0","5.287,8",,,"23.740,6","21.369,0",
2018-10-05 00:00:00,72.16,72.16,72.16,72.16,,"16.985,5","15.416,6",,,"5.623,7","4.692,6",,,"22.609,2","20.109,2",
2018-10-05 01:00:00,69.8,69.8,69.8,69.8,,"15.992,0","14.660,5",,,"5.081,7","3.913,2",,,"21.073,7","18.573,7",
2018-10-05 02:00:00,64.4,64.4,64.4,64.4,,"15.627,8","14.215,5",,,"4.835,7","3.748,0",,,"20.463,5","17.963,5",
2018-10-05 03:00:00,63.25,63.25,63.25,63.25,,"15.343,9","13.871,8",,,"4.664,8","3.636,9",,,"20.008,7","17.508,7",
2018-10-05 04:00:00,63.19,63.19,63.19,63.19,,"15.240,3","13.749,5",,,"4.570,4","3.561,2",,,"19.810,7","17.310,7",
2018-10-05 05:00:00,61.74,61.74,61.74,61.74,,"15.057,8","13.641,5",,,"4.493,7","3.410,0",,,"19.551,5","17.051,5",
2018-10-05 06:00:00,71.92,71.92,71.92,71.92,,"16.380,6","14.332,4",,,"4.461,3","4.009,5",,,"20.841,9","18.341,9",
2018-10-05 07:00:00,79.08,79.08,79.08,79.08,,"18.346,9","17.219,1",,,"4.436,4","6.249,6",,,"22.783,3","23.468,7",
2018-10-05 08:00:00,80.0,80.0,80.0,80.0,,"19.709,4","17.924,8",,,"4.448,9","6.836,1",,,"24.158,3","24.760,9",
2018-10-05 09:00:00,79.47,79.47,79.47,79.47,,"20.737,0","18.304,4",,,"4.704,5","6.755,6",,,"25.441,5","25.060,0",
2018-10-05 10:00:00,76.39,76.39,76.39,76.39,,"21.859,3","19.325,7",,,"4.983,3","5.678,4",,,"26.842,6","25.004,1",
2018-10-05 11:00:00,75.0,75.0,75.0,75.0,,"22.602,5","20.290,5",,,"5.307,8","5.509,6",,,"27.910,3","25.800,1",
2018-10-05 12:00:00,74.9,74.9,74.9,74.9,,"23.464,3","20.774,1",,,"5.524,5","5.432,3",,,"28.988,8","26.206,4",
2018-10-05 13:00:00,74.9,74.9,74.9,74.9,,"23.727,0","21.141,3",,,"5.616,5","5.202,2",,,"29.343,5","26.343,5",
2018-10-05 14:00:00,72.89,72.89,72.89,72.89,,"22.911,9","20.413,0",,,"5.437,9","4.936,8",,,"28.349,8","25.349,8",
2018-10-05 15:00:00,69.95,69.95,69.95,69.95,,"22.288,2","19.879,7",,,"5.362,6","4.771,1",,,"27.650,8","24.650,8",
2018-10-05 16:00:00,69.25,69.25,69.25,69.25,,"21.814,8","19.312,3",,,"5.316,7","4.819,2",,,"27.131,5","24.131,5",
2018-10-05 17:00:00,75.0,75.0,75.0,75.0,,"21.096,5","20.304,5",,,"5.206,6","5.143,5",,,"26.303,1","25.448,0",
2018-10-05 18:00:00,78.09,78.09,78.09,78.09,,"19.364,1","20.060,8",,,"5.153,6","6.356,9",,,"24.517,7","26.417,7",
2018-10-05 19:00:00,79.91,79.91,79.91,79.91,,"19.175,9","19.078,4",,,"5.309,5","7.307,0",,,"24.485,4","26.385,4",
2018-10-05 20:00:00,79.9,79.9,79.9,79.9,,"21.376,8","18.551,4",,,"5.776,2","7.418,6",,,"27.153,0","25.970,0",
2018-10-05 21:00:00,76.89,76.89,76.89,76.89,,"21.064,0","17.907,2",,,"5.913,7","6.070,5",,,"26.977,7","23.977,7",
2018-10-05 22:00:00,74.14,74.14,74.14,74.14,,"19.683,8","17.038,2",,,"5.623,4","5.269,0",,,"25.307,2","22.307,2",
2018-10-05 23:00:00,68.67,68.67,68.67,68.67,,"17.770,5","16.095,8",,,"5.363,2","4.737,9",,,"23.133,7","20.833,7",
2018-10-06 00:00:00,74.9,74.9,74.9,74.9,,"17.428,1","15.611,5",,,"5.153,2","4.569,8",,,"22.581,3","20.181,3",
2018-10-06 01:00:00,74.62,74.62,74.62,74.62,,"16.296,1","15.265,1",,,"5.000,8","3.631,8",,,"21.296,9","18.896,9",
2018-10-06 02:00:00,73.43,73.43,73.43,73.43,,"15.651,7","14.545,8",,,"4.756,7","3.462,6",,,"20.408,4","18.008,4",
2018-10-06 03:00:00,71.01,71.01,71.01,71.01,,"15.175,9","14.131,8",,,"4.606,3","3.250,4",,,"19.782,2","17.382,2",
2018-10-06 04:00:00,69.4,69.4,69.4,69.4,,"14.889,5","13.804,5",,,"4.525,5","3.210,5",,,"19.415,0","17.015,0",
2018-10-06 05:00:00,65.67,65.67,65.67,65.67,,"14.746,2","13.552,6",,,"4.410,4","3.204,0",,,"19.156,6","16.756,6",
2018-10-06 06:00:00,63.8,63.8,63.8,63.8,,"15.017,8","13.632,1",,,"4.383,7","3.369,4",,,"19.401,5","17.001,5",
2018-10-06 07:00:00,66.08,66.08,66.08,66.08,,"16.015,7","14.336,8",,,"4.460,4","3.739,3",,,"20.476,1","18.076,1",
2018-10-06 08:00:00,68.0,68.0,68.0,68.0,,"16.547,5","14.394,1",,,"4.569,5","4.022,9",,,"21.117,0","18.417,0",
2018-10-06 09:00:00,74.14,74.14,74.14,74.14,,"17.584,2","15.277,1",,,"4.887,3","4.494,4",,,"22.471,5","19.771,5",
2018-10-06 10:00:00,74.39,74.39,74.39,74.39,,"19.365,8","17.066,6",,,"5.257,3","4.856,5",,,"24.623,1","21.923,1",
2018-10-06 11:00:00,73.58,73.58,73.58,73.58,,"20.080,7","17.962,7",,,"5.438,2","4.856,2",,,"25.518,9","22.818,9",
2018-10-06 12:00:00,71.99,71.99,71.99,71.99,,"20.796,2","18.781,9",,,"5.566,9","4.881,2",,,"26.363,1","23.663,1",
2018-10-06 13:00:00,69.68,69.68,69.68,69.68,,"21.333,8","19.482,8",,,"5.669,6","4.820,6",,,"27.003,4","24.303,4",
2018-10-06 14:00:00,61.89,61.89,61.89,61.89,,"21.076,7","19.189,9",,,"5.548,2","4.735,0",,,"26.624,9","23.924,9",
2018-10-06 15:00:00,57.51,57.51,57.51,57.51,,"19.270,2","18.710,5",,,"6.274,6","4.134,3",,,"25.544,8","22.844,8",
2018-10-06 16:00:00,56.98,54.94,56.98,54.94,,"18.865,2","18.465,2",,,"6.387,0","4.087,0",,,"25.252,2","22.552,2",
2018-10-06 17:00:00,59.93,59.93,59.93,59.93,,"18.166,2","18.692,5",,,"5.774,9","4.712,2",,,"23.941,1","23.404,7",
2018-10-06 18:00:00,70.0,70.0,70.0,70.0,,"17.836,8","19.716,0",,,"5.311,0","5.231,8",,,"23.147,8","24.947,8",
2018-10-06 19:00:00,74.75,74.75,74.75,74.75,,"17.861,3","19.456,0",,,"5.431,3","5.636,6",,,"23.292,6","25.092,6",
2018-10-06 20:00:00,75.78,75.78,75.78,75.78,,"19.227,1","19.469,5",,,"5.901,9","5.709,7",,,"25.129,0","25.179,2",
2018-10-06 21:00:00,70.0,70.0,70.0,70.0,,"20.263,0","18.179,9",,,"5.998,1","5.381,2",,,"26.261,1","23.561,1",
2018-10-06 22:00:00,61.95,61.95,61.95,61.95,,"19.240,8","17.072,5",,,"5.656,8","5.125,1",,,"24.897,6","22.197,6",
2018-10-06 23:00:00,61.84,61.84,61.84,61.84,,"17.838,5","17.177,8",,,"5.578,5","4.842,0",,,"23.417,0","22.019,8",
2018-10-07 00:00:00,57.87,57.87,57.87,57.87,,"16.708,2","15.766,2",,,"5.704,9","4.471,2",,,"22.413,1","20.237,4",
2018-10-07 01:00:00,56.42,54.6,56.42,54.6,,"16.302,7","15.702,7",,,"5.519,0","3.719,0",,,"21.821,7","19.421,7",
2018-10-07 02:00:00,56.23,53.0,56.23,53.0,,"16.317,2","15.717,2",,,"5.349,2","3.549,2",,,"21.666,4","19.266,4",
2018-10-07 03:00:00,55.98,50.4,55.98,50.4,,"16.183,0","15.583,0",,,"5.435,4","3.635,4",,,"21.618,4","19.218,4",
2018-10-07 04:00:00,54.98,46.5,54.98,46.5,,"15.988,3","15.388,3",,,"5.480,3","3.680,3",,,"21.468,6","19.068,6",
2018-10-07 05:00:00,53.23,46.0,53.23,46.0,,"15.825,6","15.225,6",,,"5.545,8","3.745,8",,,"21.371,4","18.971,4",
2018-10-07 06:00:00,52.98,49.97,52.98,49.97,,"15.705,1","15.105,1",,,"5.615,0","3.815,0",,,"21.320,1","18.920,1",
2018-10-07 07:00:00,53.5,53.5,53.5,53.5,,"15.743,1","15.002,0",,,"5.506,7","3.847,8",,,"21.249,8","18.849,8",
2018-10-07 08:00:00,54.2,54.2,54.2,54.2,,"15.960,4","15.113,7",,,"5.455,9","3.902,6",,,"21.416,3","19.016,3",
2018-10-07 09:00:00,55.98,55.98,55.98,55.98,,"16.511,8","15.902,3",,,"5.594,9","3.960,1",,,"22.106,7","19.862,4",
2018-10-07 10:00:00,55.98,55.09,55.98,55.09,,"17.534,6","17.482,9",,,"5.727,9","3.927,9",,,"23.262,5","21.410,8",
2018-10-07 11:00:00,56.39,55.13,56.39,55.13,,"18.059,3","18.822,9",,,"5.782,8","3.982,8",,,"23.842,1","22.805,7",
2018-10-07 12:00:00,57.39,54.06,57.39,54.06,,"18.918,7","19.565,7",,,"5.801,4","4.001,4",,,"24.720,1","23.567,1",
2018-10-07 13:00:00,60.0,50.9,60.0,50.9,,"20.092,5","19.537,4",,,"5.680,4","3.880,4",,,"25.772,9","23.417,8",
2018-10-07 14:00:00,60.88,49.91,60.88,49.91,,"20.152,1","19.726,2",,,"5.375,7","3.575,7",,,"25.527,8","23.301,9",
2018-10-07 15:00:00,60.88,49.05,60.88,49.05,,"19.148,4","20.055,8",,,"5.042,3","3.242,3",,,"24.190,7","23.298,1",
2018-10-07 16:00:00,72.72,50.21,72.72,50.21,,"18.427,9","19.981,1",,,"4.959,5","3.159,5",,,"23.387,4","23.140,6",
2018-10-07 17:00:00,73.58,55.48,73.58,55.48,,"16.981,6","19.926,1",,,"4.912,9","3.112,9",,,"21.894,5","23.039,0",
2018-10-07 18:00:00,63.01,63.01,63.01,63.01,,"15.678,3","19.515,8",,,"4.956,4","2.918,9",,,"20.634,7","22.434,7",
2018-10-07 19:00:00,72.2,72.2,72.2,72.2,,"15.612,5","19.251,1",,,"5.091,5","3.252,9",,,"20.704,0","22.504,0",
2018-10-07 20:00:00,77.07,77.07,77.07,77.07,,"17.181,4","19.430,6",,,"5.632,1","4.726,0",,,"22.813,5","24.156,6",
2018-10-07 21:00:00,71.47,71.47,71.47,71.47,,"17.948,6","17.307,5",,,"5.800,5","4.161,9",,,"23.749,1","21.469,4",
2018-10-07 22:00:00,69.11,69.11,69.11,69.11,,"17.174,4","16.514,2",,,"5.545,9","4.240,4",,,"22.720,3","20.754,6",
2018-10-07 23:00:00,64.02,64.02,64.02,64.02,,"16.922,7","16.058,7",,,"5.266,5","4.376,8",,,"22.189,2","20.435,5",
2018-10-08 00:00:00,55.88,55.88,55.88,55.88,,"16.454,4","16.391,2",,,"5.168,8","3.873,9",,,"21.623,2","20.265,1",
2018-10-08 01:00:00,53.98,53.98,53.98,53.98,,"16.327,6","15.649,2",,,"5.229,1","3.872,7",,,"21.556,7","19.521,9",
2018-10-08 02:00:00,51.5,51.5,51.5,51.5,,"16.067,7","15.127,9",,,"5.180,7","3.877,3",,,"21.248,4","19.005,2",
2018-10-08 03:00:00,50.39,50.39,50.39,50.39,,"15.828,5","14.883,8",,,"5.460,8","4.005,5",,,"21.289,3","18.889,3",
2018-10-08 04:00:00,50.39,50.39,50.39,50.39,,"15.748,8","14.609,4",,,"5.417,9","4.157,3",,,"21.166,7","18.766,7",
2018-10-08 05:00:00,53.4,53.4,53.4,53.4,,"15.940,0","14.809,8",,,"4.896,3","4.447,8",,,"20.836,3","19.257,6",
2018-10-08 06:00:00,62.94,62.94,62.94,62.94,,"16.523,1","16.920,7",,,"4.373,8","5.401,7",,,"20.896,9","22.322,4",
2018-10-08 07:00:00,73.67,73.67,73.67,73.67,,"19.515,3","19.471,1",,,"4.773,5","6.617,7",,,"24.288,8","26.088,8",
2018-10-08 08:00:00,74.67,74.67,74.67,74.67,,"21.001,5","20.794,6",,,"5.247,5","7.254,4",,,"26.249,0","28.049,0",
2018-10-08 09:00:00,74.04,74.04,74.04,74.04,,"21.514,1","21.083,0",,,"5.920,1","7.351,2",,,"27.434,2","28.434,2",
2018-10-08 10:00:00,73.0,73.0,73.0,73.0,,"22.304,9","22.311,8",,,"6.225,4","7.218,5",,,"28.530,3","29.530,3",
2018-10-08 11:00:00,72.88,72.88,72.88,72.88,,"23.044,2","23.143,6",,,"6.367,5","7.178,8",,,"29.411,7","30.322,4",
2018-10-08 12:00:00,71.69,71.69,71.69,71.69,,"23.843,2","22.579,9",,,"6.521,4","6.727,9",,,"30.364,6","29.307,8",
2018-10-08 13:00:00,71.69,71.69,71.69,71.69,,"24.189,8","22.366,4",,,"6.391,1","6.363,9",,,"30.580,9","28.730,3",
2018-10-08 14:00:00,70.73,70.73,70.73,70.73,,"23.827,7","21.810,3",,,"6.433,7","5.951,1",,,"30.261,4","27.761,4",
2018-10-08 15:00:00,70.53,70.53,70.53,70.53,,"23.005,2","21.506,2",,,"6.573,0","5.572,0",,,"29.578,2","27.078,2",
2018-10-08 16:00:00,71.0,71.0,71.0,71.0,,"22.600,7","21.378,5",,,"6.553,8","5.276,0",,,"29.154,5","26.654,5",
2018-10-08 17:00:00,74.9,74.9,74.9,74.9,,"21.733,6","22.725,3",,,"6.550,9","5.588,3",,,"28.284,5","28.313,6",
2018-10-08 18:00:00,75.0,75.0,75.0,75.0,,"20.564,8","22.288,1",,,"6.269,8","5.546,5",,,"26.834,6","27.834,6",
2018-10-08 19:00:00,76.34,76.34,76.34,76.34,,"20.643,2","21.913,4",,,"6.143,4","5.873,2",,,"26.786,6","27.786,6",
2018-10-08 20:00:00,79.23,79.23,79.23,79.23,,"22.907,4","22.942,5",,,"6.535,7","7.500,6",,,"29.443,1","30.443,1",
2018-10-08 21:00:00,78.31,78.31,78.31,78.31,,"22.438,8","22.021,4",,,"6.545,3","7.489,5",,,"28.984,1","29.510,9",
2018-10-08 22:00:00,74.27,74.27,74.27,74.27,,"20.719,2","19.401,2",,,"6.175,2","6.098,9",,,"26.894,4","25.500,1",
2018-10-08 23:00:00,71.69,71.69,71.69,71.69,,"18.967,7","16.852,6",,,"5.776,3","5.491,4",,,"24.744,0","22.344,0",
2018-10-09 00:00:00,68.51,68.51,68.51,68.51,,"16.065,6","14.194,6",,,"5.498,2","5.445,6",,,"21.563,8","19.640,2",
2018-10-09 01:00:00,62.51,62.51,62.51,62.51,,"15.707,4","13.715,5",,,"5.215,1","5.207,0",,,"20.922,5","18.922,5",
2018-10-09 02:00:00,61.23,61.23,61.23,61.23,,"15.079,9","13.085,0",,,"4.967,5","4.962,4",,,"20.047,4","18.047,4",
2018-10-09 03:00:00,60.15,60.15,60.15,60.15,,"14.945,1","12.829,6",,,"4.821,6","4.937,1",,,"19.766,7","17.766,7",
2018-10-09 04:00:00,59.76,59.76,59.76,59.76,,"14.765,7","12.705,1",,,"4.750,9","4.811,5",,,"19.516,6","17.516,6",
2018-10-09 05:00:00,60.77,60.77,60.77,60.77,,"14.695,5","12.756,1",,,"4.641,5","5.143,0",,,"19.337,0","17.899,1",
2018-10-09 06:00:00,74.27,74.27,74.27,74.27,,"15.028,3","15.861,2",,,"4.683,0","5.966,6",,,"19.711,3","21.827,8",
2018-10-09 07:00:00,74.25,74.25,74.25,74.25,,"17.982,3","17.631,4",,,"4.969,6","6.320,5",,,"22.951,9","23.951,9",
2018-10-09 08:00:00,74.29,74.29,74.29,74.29,,"18.932,9","18.495,0",,,"5.418,5","6.856,4",,,"24.351,4","25.351,4",
2018-10-09 09:00:00,74.81,74.81,74.81,74.81,,"19.388,0","19.327,1",,,"6.048,3","7.109,2",,,"25.436,3","26.436,3",
2018-10-09 10:00:00,74.81,74.81,74.81,74.81,,"20.250,7","20.592,9",,,"6.351,5","7.009,3",,,"26.602,2","27.602,2",
2018-10-09 11:00:00,72.2,72.2,72.2,72.2,,"20.782,8","20.992,8",,,"6.441,4","6.389,5",,,"27.224,2","27.382,3",
2018-10-09 12:00:00,72.05,72.05,72.05,72.05,,"21.329,1","21.108,9",,,"6.572,3","6.095,6",,,"27.901,4","27.204,5",
2018-10-09 13:00:00,71.0,71.0,71.0,71.0,,"22.212,8","21.312,2",,,"6.465,0","5.614,0",,,"28.677,8","26.926,2",
2018-10-09 14:00:00,66.72,66.72,66.72,66.72,,"21.993,2","20.854,6",,,"6.448,1","5.353,9",,,"28.441,3","26.208,5",
2018-10-09 15:00:00,67.25,67.25,67.25,67.25,,"21.400,4","21.384,4",,,"6.637,0","5.164,4",,,"28.037,4","26.548,8",
2018-10-09 16:00:00,70.79,70.79,70.79,70.79,,"20.831,1","21.687,9",,,"6.633,6","5.040,6",,,"27.464,7","26.728,5",
2018-10-09 17:00:00,74.27,74.27,74.27,74.27,,"20.376,9","22.619,0",,,"6.620,6","5.378,5",,,"26.997,5","27.997,5",
2018-10-09 18:00:00,72.78,72.78,72.78,72.78,,"19.616,9","21.650,9",,,"6.262,2","5.228,2",,,"25.879,1","26.879,1",
2018-10-09 19:00:00,74.27,74.27,74.27,74.27,,"19.467,9","21.121,2",,,"6.192,5","5.539,2",,,"25.660,4","26.660,4",
2018-10-09 20:00:00,77.62,77.62,77.62,77.62,,"21.126,9","22.184,5",,,"6.632,1","6.574,5",,,"27.759,0","28.759,0",
2018-10-09 21:00:00,77.24,77.24,77.24,77.24,,"21.167,2","22.448,1",,,"6.625,0","6.344,1",,,"27.792,2","28.792,2",
2018-10-09 22:00:00,70.02,70.02,70.02,70.02,,"19.433,7","19.021,2",,,"6.187,9","5.002,3",,,"25.621,6","24.023,5",
2018-10-09 23:00:00,63.15,63.15,63.15,63.15,,"17.852,4","16.374,0",,,"5.873,3","4.951,7",,,"23.725,7","21.325,7",
2018-10-10 00:00:00,62.47,62.47,62.47,62.47,,"16.107,5","14.952,4",,,"5.537,6","4.292,7",,,"21.645,1","19.245,1",
2018-10-10 01:00:00,59.64,59.64,59.64,59.64,,"15.583,0","14.911,4",,,"5.200,7","3.872,3",,,"20.783,7","18.783,7",
2018-10-10 02:00:00,58.11,58.11,58.11,58.11,,"15.051,5","14.777,7",,,"4.954,0","3.227,8",,,"20.005,5","18.005,5",
2018-10-10 03:00:00,57.63,57.63,57.63,57.63,,"14.950,2","14.649,6",,,"4.805,4","3.106,0",,,"19.755,6","17.755,6",
2018-10-10 04:00:00,57.6,57.6,57.6,57.6,,"14.802,7","14.280,7",,,"4.752,9","3.274,9",,,"19.555,6","17.555,6",
2018-10-10 05:00:00,56.93,56.93,56.93,56.93,,"14.736,2","13.813,5",,,"4.641,7","3.564,4",,,"19.377,9","17.377,9",
2018-10-10 06:00:00,72.16,72.16,72.16,72.16,,"15.263,2","16.128,2",,,"4.689,1","5.370,6",,,"19.952,3","21.498,8",
2018-10-10 07:00:00,75.36,75.36,75.36,75.36,,"17.999,7","17.365,7",,,"4.877,8","6.511,8",,,"22.877,5","23.877,5",
2018-10-10 08:00:00,76.82,76.82,76.82,76.82,,"19.154,2","18.006,0",,,"5.343,0","7.491,2",,,"24.497,2","25.497,2",
2018-10-10 09:00:00,77.2,77.2,77.2,77.2,,"19.218,7","18.367,9",,,"5.903,3","7.754,1",,,"25.122,0","26.122,0",
2018-10-10 10:00:00,77.54,77.54,77.54,77.54,,"20.009,6","19.214,0",,,"6.189,0","7.984,6",,,"26.198,6","27.198,6",
2018-10-10 11:00:00,74.49,74.49,74.49,74.49,,"20.805,8","19.158,4",,,"6.456,3","7.385,9",,,"27.262,1","26.544,3",
2018-10-10 12:00:00,73.0,73.0,73.0,73.0,,"21.570,4","19.888,3",,,"6.571,4","7.193,7",,,"28.141,8","27.082,0",
2018-10-10 13:00:00,69.39,69.39,69.39,69.39,,"22.002,2","19.672,6",,,"6.461,5","6.669,8",,,"28.463,7","26.342,4",
2018-10-10 14:00:00,65.27,65.27,65.27,65.27,,"21.707,9","19.624,2",,,"6.435,5","6.938,1",,,"28.143,4","26.562,3",
2018-10-10 15:00:00,61.45,61.45,61.45,61.45,,"21.267,7","19.169,9",,,"6.675,8","6.801,8",,,"27.943,5","25.971,7",
2018-10-10 16:00:00,61.19,61.19,61.19,61.19,,"20.937,7","18.997,4",,,"6.727,0","6.863,0",,,"27.664,7","25.860,4",
2018-10-10 17:00:00,69.3,69.3,69.3,69.3,,"19.983,5","19.733,6",,,"6.595,0","6.916,1",,,"26.578,5","26.649,7",
2018-10-10 18:00:00,70.46,70.46,70.46,70.46,,"19.001,3","19.560,5",,,"6.423,0","6.863,8",,,"25.424,3","26.424,3",
