,MARGINALPDBC_1,MARGINALPDBC_2,MARGINALPDBCPT_1,MARGINALPDBCPT_2,Demanda no servida sobre marginal_ES,Total Compras_ES,Total Ventas_ES,Total Contratos Bilaterales_ES,Demanda no servida sobre marginal_PT,Total Compras_PT,Total Ventas_PT,Total Contratos Bilaterales_PT,Demanda no servida sobre marginal_MI,Total Compras_MI,Total Ventas_MI,Total Contratos Bilaterales_MI
2018-06-09 18:00:00,51.93,51.93,51.93,51.93,,"18.483,0","16.271,6",,,"5.032,3","4.843,7",,,"23.515,3","21.115,3",
2018-06-09 19:00:00,56.07,56.07,56.07,56.07,,"18.270,4","15.807,4",,,"5.118,6","5.181,6",,,"23.389,0","20.989,0",
2018-06-09 20:00:00,59.5,59.5,59.5,59.5,,"18.415,7","15.362,8",,,"5.279,1","5.932,0",,,"23.694,8","21.294,8",
2018-06-09 21:00:00,62.78,62.78,62.78,62.78,,"18.756,0","14.983,1",,,"5.354,8","6.727,7",,,"24.110,8","21.710,8",
2018-06-09 22:00:00,63.51,63.51,63.51,63.51,,"18.289,3","14.455,6",,,"5.486,3","6.920,0",,,"23.775,6","21.375,6",
2018-06-09 23:00:00,62.79,62.79,62.79,62.79,,"16.736,2","13.908,7",,,"5.253,9","6.081,4",,,"21.990,1","19.990,1",
2018-06-10 00:00:00,58.01,58.01,58.01,58.01,,"15.547,3","13.024,3",,,"4.950,1","5.473,1",,,"20.497,4","18.497,4",
2018-06-10 01:00:00,57.12,57.12,57.12,57.12,,"14.290,9","12.836,7",,,"4.591,3","4.495,5",,,"18.882,2","17.332,2",
2018-06-10 02:00:00,52.9,52.9,52.9,52.9,,"13.635,8","12.213,4",,,"4.320,6","4.193,0",,,"17.956,4","16.406,4",
2018-06-10 03:00:00,52.97,52.97,52.97,52.97,,"13.101,1","11.777,7",,,"4.137,2","3.910,6",,,"17.238,3","15.688,3",
2018-06-10 04:00:00,51.7,51.7,51.7,51.7,,"12.864,2","11.552,9",,,"4.032,7","3.794,0",,,"16.896,9","15.346,9",
2018-06-10 05:00:00,51.62,51.62,51.62,51.62,,"12.741,5","11.490,9",,,"3.926,5","3.627,1",,,"16.668,0","15.118,0",
2018-06-10 06:00:00,51.2,51.2,51.2,51.2,,"12.585,0","11.417,3",,,"3.833,3","3.451,0",,,"16.418,3","14.868,3",
2018-06-10 07:00:00,50.0,50.0,50.0,50.0,,"12.733,8","11.412,5",,,"3.695,7","3.467,0",,,"16.429,5","14.879,5",
2018-06-10 08:00:00,51.45,51.45,51.45,51.45,,"13.410,6","11.530,9",,,"3.843,7","4.173,4",,,"17.254,3","15.704,3",
2018-06-10 09:00:00,53.5,53.5,53.5,53.5,,"14.736,3","12.227,9",,,"4.084,9","5.043,3",,,"18.821,2","17.271,2",
2018-06-10 10:00:00,58.1,58.1,58.1,58.1,,"15.638,7","13.147,1",,,"4.416,6","5.358,2",,,"20.055,3","18.505,3",
2018-06-10 11:00:00,59.01,59.01,59.01,59.01,,"16.210,5","13.924,3",,,"4.729,3","5.465,5",,,"20.939,8","19.389,8",
2018-06-10 12:00:00,60.0,60.0,60.0,60.0,,"16.564,3","14.505,6",,,"4.961,2","5.469,9",,,"21.525,5","19.975,5",
2018-06-10 13:00:00,60.6,60.6,60.6,60.6,,"17.106,0","15.330,8",,,"5.122,0","5.347,2",,,"22.228,0","20.678,0",
2018-06-10 14:00:00,60.9,60.9,60.9,60.9,,"17.040,9","15.454,9",,,"4.995,3","5.031,3",,,"22.036,2","20.486,2",
2018-06-10 15:00:00,60.0,60.0,60.0,60.0,,"16.586,5","15.149,9",,,"4.812,3","4.698,9",,,"21.398,8","19.848,8",
2018-06-10 16:00:00,55.0,55.0,55.0,55.0,,"16.301,4","14.961,3",,,"4.685,8","4.475,9",,,"20.987,2","19.437,2",
2018-06-10 17:00:00,52.0,52.0,52.0,52.0,,"16.142,6","14.666,8",,,"4.624,0","4.549,8",,,"20.766,6","19.216,6",
2018-06-10 18:00:00,49.64,49.64,49.64,49.64,,"16.321,1","14.486,6",,,"4.645,3","4.079,8",,,"20.966,4","18.566,4",
2018-06-10 19:00:00,51.49,51.49,51.49,51.49,,"16.520,5","14.139,9",,,"4.761,2","4.741,8",,,"21.281,7","18.881,7",
2018-06-10 20:00:00,56.46,56.46,56.46,56.46,,"16.751,4","13.888,3",,,"4.955,9","5.419,0",,,"21.707,3","19.307,3",
2018-06-10 21:00:00,62.62,62.62,62.62,62.62,,"17.451,6","14.499,7",,,"5.145,4","6.097,3",,,"22.597,0","20.597,0",
2018-06-10 22:00:00,63.3,63.3,63.3,63.3,,"17.920,0","14.968,6",,,"5.398,1","6.349,5",,,"23.318,1","21.318,1",
2018-06-10 23:00:00,62.16,62.16,62.16,62.16,,"16.281,8","14.261,7",,,"5.197,0","5.217,1",,,"21.478,8","19.478,8",
2018-06-11 00:00:00,56.47,56.47,56.47,56.47,,"14.979,8","13.015,5",,,"4.859,0","4.823,3",,,"19.838,8","17.838,8",
2018-06-11 01:00:00,54.9,54.9,54.9,54.9,,"14.317,3","13.088,0",,,"4.602,5","4.281,8",,,"18.919,8","17.369,8",
2018-06-11 02:00:00,51.43,51.43,51.43,51.43,,"13.842,9","12.891,1",,,"4.372,8","3.774,6",,,"18.215,7","16.665,7",
2018-06-11 03:00:00,51.43,51.43,51.43,51.43,,"13.644,3","12.838,1",,,"4.244,2","3.500,4",,,"17.888,5","16.338,5",
2018-06-11 04:00:00,51.07,51.07,51.07,51.07,,"13.567,7","12.931,4",,,"4.178,5","3.264,8",,,"17.746,2","16.196,2",
2018-06-11 05:00:00,51.67,51.67,51.67,51.67,,"13.909,7","12.813,8",,,"4.191,4","3.737,3",,,"18.101,1","16.551,1",
2018-06-11 06:00:00,57.12,57.12,57.12,57.12,,"14.599,6","12.970,5",,,"4.142,3","4.271,4",,,"18.741,9","17.241,9",
2018-06-11 07:00:00,59.0,59.0,59.0,59.0,,"16.880,3","13.255,8",,,"4.332,4","5.056,9",,,"21.212,7","18.312,7",
2018-06-11 08:00:00,62.17,62.17,62.17,62.17,,"18.696,7","14.336,3",,,"4.980,7","6.441,1",,,"23.677,4","20.777,4",
2018-06-11 09:00:00,63.04,63.04,63.04,63.04,,"19.582,7","15.488,2",,,"5.826,0","7.283,2",,,"25.408,7","22.771,4",
2018-06-11 10:00:00,63.24,63.24,63.24,63.24,,"20.250,0","16.362,5",,,"6.216,3","7.551,1",,,"26.466,3","23.913,6",
2018-06-11 11:00:00,63.44,63.44,63.44,63.44,,"20.689,4","17.456,7",,,"6.344,2","7.547,7",,,"27.033,6","25.004,4",
2018-06-11 12:00:00,63.24,63.24,63.24,63.24,,"21.230,8","17.227,6",,,"6.487,7","7.590,9",,,"27.718,5","24.818,5",
2018-06-11 13:00:00,63.04,63.04,63.04,63.04,,"21.412,7","17.111,3",,,"6.239,4","7.640,8",,,"27.652,1","24.752,1",
2018-06-11 14:00:00,62.1,62.1,62.1,62.1,,"20.959,2","17.062,8",,,"6.098,4","7.094,8",,,"27.057,6","24.157,6",
2018-06-11 15:00:00,60.87,60.87,60.87,60.87,,"20.444,2","17.108,1",,,"6.278,5","6.714,6",,,"26.722,7","23.822,7",
2018-06-11 16:00:00,60.51,60.51,60.51,60.51,,"20.417,0","17.156,6",,,"6.129,4","6.489,8",,,"26.546,4","23.646,4",
2018-06-11 17:00:00,60.2,60.2,60.2,60.2,,"20.253,5","16.837,7",,,"6.133,7","6.649,5",,,"26.387,2","23.487,2",
2018-06-11 18:00:00,59.62,59.62,59.62,59.62,,"19.959,6","16.335,8",,,"5.981,7","6.705,5",,,"25.941,3","23.041,3",
2018-06-11 19:00:00,59.09,59.09,59.09,59.09,,"19.776,3","15.722,5",,,"5.884,7","7.038,5",,,"25.661,0","22.761,0",
2018-06-11 20:00:00,60.51,60.51,60.51,60.51,,"20.254,7","15.783,2",,,"5.984,1","7.555,6",,,"26.238,8","23.338,8",
2018-06-11 21:00:00,62.78,62.78,62.78,62.78,,"20.666,1","15.331,2",,,"6.032,4","8.467,3",,,"26.698,5","23.798,5",
2018-06-11 22:00:00,60.59,60.59,60.59,60.59,,"19.490,4","14.993,5",,,"6.113,9","7.710,8",,,"25.604,3","22.704,3",
2018-06-11 23:00:00,58.37,58.37,58.37,58.37,,"17.134,4","14.108,7",,,"5.734,1","6.759,8",,,"22.868,5","20.868,5",
2018-06-12 00:00:00,56.09,56.09,56.09,56.09,,"16.404,7","13.484,0",,,"5.325,4","6.246,1",,,"21.730,1","19.730,1",
2018-06-12 01:00:00,52.01,52.01,52.01,52.01,,"15.600,5","13.751,5",,,"4.904,3","5.203,3",,,"20.504,8","18.954,8",
2018-06-12 02:00:00,51.92,51.92,51.92,51.92,,"14.980,2","13.099,1",,,"4.653,7","4.984,8",,,"19.633,9","18.083,9",
2018-06-12 03:00:00,51.42,51.42,51.42,51.42,,"14.674,1","13.033,4",,,"4.487,8","4.578,5",,,"19.161,9","17.611,9",
2018-06-12 04:00:00,51.18,51.18,51.18,51.18,,"14.473,5","12.887,9",,,"4.411,1","4.446,7",,,"18.884,6","17.334,6",
2018-06-12 05:00:00,51.48,51.48,51.48,51.48,,"14.628,6","12.886,9",,,"4.414,5","4.606,2",,,"19.043,1","17.493,1",
2018-06-12 06:00:00,55.14,55.14,55.14,55.14,,"15.303,6","13.133,5",,,"4.281,5","4.951,6",,,"19.585,1","18.085,1",
2018-06-12 07:00:00,55.02,55.02,55.02,55.02,,"17.473,6","13.435,9",,,"4.377,4","5.739,5",,,"21.851,0","19.175,4",
2018-06-12 08:00:00,60.11,60.11,60.11,60.11,,"18.492,3","14.007,2",,,"5.048,7","6.633,8",,,"23.541,0","20.641,0",
2018-06-12 09:00:00,60.51,60.51,60.51,60.51,,"19.381,3","15.429,7",,,"5.772,2","6.823,8",,,"25.153,5","22.253,5",
2018-06-12 10:00:00,60.11,60.11,60.11,60.11,,"20.009,1","16.586,6",,,"6.123,0","6.645,5",,,"26.132,1","23.232,1",
2018-06-12 11:00:00,60.11,60.11,60.11,60.11,,"20.552,5","17.373,7",,,"6.195,1","6.473,9",,,"26.747,6","23.847,6",
2018-06-12 12:00:00,60.11,60.11,60.11,60.11,,"21.084,3","18.235,0",,,"6.333,8","6.283,1",,,"27.418,1","24.518,1",
2018-06-12 13:00:00,59.0,59.0,59.0,59.0,,"21.420,6","18.554,6",,,"6.146,4","6.112,4",,,"27.567,0","24.667,0",
2018-06-12 14:00:00,55.41,55.41,55.41,55.41,,"21.471,9","18.745,4",,,"6.102,9","5.929,4",,,"27.574,8","24.674,8",
2018-06-12 15:00:00,51.5,51.5,51.5,51.5,,"21.333,0","19.336,6",,,"6.210,4","5.566,9",,,"27.543,4","24.903,5",
2018-06-12 16:00:00,50.98,50.98,50.98,50.98,,"21.447,0","19.400,7",,,"6.140,2","5.392,2",,,"27.587,2","24.792,9",
2018-06-12 17:00:00,51.62,51.62,51.62,51.62,,"21.552,5","19.510,1",,,"6.127,0","5.931,2",,,"27.679,5","25.441,3",
2018-06-12 18:00:00,52.93,52.93,52.93,52.93,,"20.578,4","19.404,7",,,"5.976,7","6.194,5",,,"26.555,1","25.599,2",
2018-06-12 19:00:00,54.08,54.08,54.08,54.08,,"20.225,4","18.768,3",,,"5.918,6","6.292,7",,,"26.144,0","25.061,0",
2018-06-12 20:00:00,52.78,52.78,52.78,52.78,,"21.184,8","18.031,3",,,"6.043,1","6.543,4",,,"27.227,9","24.574,7",
2018-06-12 21:00:00,58.39,58.39,58.39,58.39,,"20.905,1","17.360,5",,,"6.020,1","6.664,7",,,"26.925,2","24.025,2",
2018-06-12 22:00:00,55.15,55.15,55.15,55.15,,"19.887,3","16.654,6",,,"6.081,7","6.414,4",,,"25.969,0","23.069,0",
2018-06-12 23:00:00,50.66,50.66,50.66,50.66,,"18.134,3","16.485,3",,,"5.695,3","5.344,3",,,"23.829,6","21.829,6",
2018-06-13 00:00:00,50.38,50.38,50.38,50.38,,"17.578,5","16.026,6",,,"5.479,2","5.031,1",,,"23.057,7","21.057,7",
2018-06-13 01:00:00,51.0,51.0,51.0,51.0,,"16.510,2","16.255,4",,,"5.078,1","3.782,9",,,"21.588,3","20.038,3",
2018-06-13 02:00:00,50.0,50.0,50.0,50.0,,"16.050,2","15.684,0",,,"4.793,5","3.609,7",,,"20.843,7","19.293,7",
2018-06-13 03:00:00,48.0,48.0,48.0,48.0,,"15.718,2","15.465,5",,,"4.628,8","3.331,5",,,"20.347,0","18.797,0",
2018-06-13 04:00:00,48.0,48.0,48.0,48.0,,"15.464,7","15.177,4",,,"4.551,4","3.288,7",,,"20.016,1","18.466,1",
2018-06-13 05:00:00,49.65,49.65,49.65,49.65,,"15.639,2","15.172,3",,,"4.527,9","3.444,8",,,"20.167,1","18.617,1",
2018-06-13 06:00:00,51.94,51.94,51.94,51.94,,"16.350,0","15.265,5",,,"4.429,9","4.014,4",,,"20.779,9","19.279,9",
2018-06-13 07:00:00,54.05,54.05,54.05,54.05,,"18.366,6","15.257,2",,,"4.520,6","4.836,2",,,"22.887,2","20.093,4",
2018-06-13 08:00:00,55.77,55.77,55.77,55.77,,"19.373,5","16.690,6",,,"5.215,6","5.544,0",,,"24.589,1","22.234,6",
2018-06-13 09:00:00,55.2,55.2,55.2,55.2,,"20.478,5","18.174,2",,,"6.025,9","5.776,9",,,"26.504,4","23.951,1",
2018-06-13 10:00:00,54.94,54.94,54.94,54.94,,"21.195,9","19.441,8",,,"6.338,2","5.809,8",,,"27.534,1","25.251,6",
2018-06-13 11:00:00,55.0,55.0,55.0,55.0,,"21.582,6","20.106,8",,,"6.376,8","5.711,8",,,"27.959,4","25.818,6",
2018-06-13 12:00:00,53.29,53.29,53.29,53.29,,"22.384,4","20.339,2",,,"6.502,4","5.647,6",,,"28.886,8","25.986,8",
2018-06-13 13:00:00,54.05,54.05,54.05,54.05,,"22.674,7","20.440,2",,,"6.316,9","5.651,4",,,"28.991,6","26.091,6",
2018-06-13 14:00:00,55.0,55.0,55.0,55.0,,"22.633,8","20.656,9",,,"6.267,0","5.343,9",,,"28.900,8","26.000,8",
2018-06-13 15:00:00,53.85,53.85,53.85,53.85,,"22.176,0","20.426,2",,,"6.389,8","5.239,6",,,"28.565,8","25.665,8",
2018-06-13 16:00:00,53.01,53.01,53.01,53.01,,"22.039,9","20.110,2",,,"6.365,3","5.395,0",,,"28.405,2","25.505,2",
2018-06-13 17:00:00,52.7,52.7,52.7,52.7,,"21.867,2","19.764,0",,,"6.346,3","5.549,5",,,"28.213,5","25.313,5",
2018-06-13 18:00:00,52.7,52.7,52.7,52.7,,"21.158,6","19.258,2",,,"6.187,1","5.710,2",,,"27.345,7","24.968,4",
2018-06-13 19:00:00,54.94,54.94,54.94,54.94,,"20.714,4","18.627,8",,,"6.099,2","5.943,0",,,"26.813,6","24.570,8",
2018-06-13 20:00:00,53.73,53.73,53.73,53.73,,"20.365,0","18.170,9",,,"6.171,7","6.389,3",,,"26.536,7","24.560,2",
2018-06-13 21:00:00,55.09,55.09,55.09,55.09,,"20.492,6","17.257,7",,,"6.143,4","6.478,3",,,"26.636,0","23.736,0",
2018-06-13 22:00:00,54.53,54.53,54.53,54.53,,"19.736,4","16.990,8",,,"6.224,7","6.357,4",,,"25.961,1","23.348,2",
2018-06-13 23:00:00,51.71,51.71,51.71,51.71,,"18.081,1","16.182,7",,,"5.913,7","5.812,1",,,"23.994,8","21.994,8",
2018-06-14 00:00:00,57.26,57.26,57.26,57.26,,"17.451,4","15.230,3",,,"5.457,9","5.679,0",,,"22.909,3","20.909,3",
2018-06-14 01:00:00,57.05,57.05,57.05,57.05,,"16.083,9","14.778,1",,,"5.063,4","4.819,2",,,"21.147,3","19.597,3",
2018-06-14 02:00:00,55.09,55.09,55.09,55.09,,"15.450,8","14.346,0",,,"4.780,4","4.335,2",,,"20.231,2","18.681,2",
2018-06-14 03:00:00,54.98,54.98,54.98,54.98,,"15.268,0","14.069,0",,,"4.617,1","4.266,1",,,"19.885,1","18.335,1",
2018-06-14 04:00:00,54.87,54.87,54.87,54.87,,"15.156,6","13.765,2",,,"4.534,9","4.376,3",,,"19.691,5","18.141,5",
2018-06-14 05:00:00,55.09,55.09,55.09,55.09,,"14.916,9","13.372,4",,,"4.511,4","4.505,9",,,"19.428,3","17.878,3",
2018-06-14 06:00:00,57.39,57.39,57.39,57.39,,"15.926,5","13.639,2",,,"4.401,6","5.188,9",,,"20.328,1","18.828,1",
2018-06-14 07:00:00,54.98,54.98,54.98,54.98,,"18.251,5","13.848,2",,,"4.510,9","6.014,2",,,"22.762,4","19.862,4",
2018-06-14 08:00:00,56.65,56.65,56.65,56.65,,"19.152,3","14.690,2",,,"5.206,0","6.768,1",,,"24.358,3","21.458,3",
2018-06-14 09:00:00,58.75,58.75,58.75,58.75,,"20.143,4","16.181,0",,,"5.956,6","7.019,0",,,"26.100,0","23.200,0",
2018-06-14 10:00:00,58.54,58.54,58.54,58.54,,"20.741,5","17.260,7",,,"6.331,8","6.912,6",,,"27.073,3","24.173,3",
2018-06-14 11:00:00,58.5,58.5,58.5,58.5,,"21.264,4","17.910,5",,,"6.431,8","6.885,7",,,"27.696,2","24.796,2",
2018-06-14 12:00:00,59.51,59.51,59.51,59.51,,"21.840,5","18.285,6",,,"6.599,9","7.254,8",,,"28.440,4","25.540,4",
2018-06-14 13:00:00,59.29,59.29,59.29,59.29,,"22.155,7","18.454,8",,,"6.474,4","7.275,3",,,"28.630,1","25.730,1",
2018-06-14 14:00:00,58.75,58.75,58.75,58.75,,"21.949,9","18.618,8",,,"6.428,5","6.859,6",,,"28.378,4","25.478,4",
2018-06-14 15:00:00,59.67,59.67,59.67,59.67,,"22.251,9","18.503,0",,,"6.528,6","7.377,5",,,"28.780,5","25.880,5",
2018-06-14 16:00:00,59.67,59.67,59.67,59.67,,"22.088,3","18.321,7",,,"6.520,4","7.387,0",,,"28.608,7","25.708,7",
2018-06-14 17:00:00,59.67,59.67,59.67,59.67,,"21.858,6","17.992,6",,,"6.510,7","7.476,7",,,"28.369,3","25.469,3",
2018-06-14 18:00:00,58.7,58.7,58.7,58.7,,"21.126,0","17.510,5",,,"6.328,5","7.044,0",,,"27.454,5","24.554,5",
2018-06-14 19:00:00,57.02,57.02,57.02,57.02,,"20.276,5","16.735,1",,,"6.063,1","6.769,0",,,"26.339,6","23.504,1",
2018-06-14 20:00:00,58.7,58.7,58.7,58.7,,"20.342,2","16.214,9",,,"6.105,0","7.332,3",,,"26.447,2","23.547,2",
2018-06-14 21:00:00,60.11,60.11,60.11,60.11,,"20.835,3","15.658,6",,,"6.042,3","8.319,0",,,"26.877,6","23.977,6",
2018-06-14 22:00:00,59.67,59.67,59.67,59.67,,"19.795,9","15.041,3",,,"6.105,9","7.960,5",,,"25.901,8","23.001,8",
2018-06-14 23:00:00,58.24,58.24,58.24,58.24,,"17.753,7","14.567,0",,,"5.807,8","6.994,5",,,"23.561,5","21.561,5",
2018-06-15 00:00:00,56.89,56.89,56.89,56.89,,"17.564,3","14.946,1",,,"5.567,3","6.185,5",,,"23.131,6","21.131,6",
2018-06-15 01:00:00,57.38,57.38,57.38,57.38,,"16.647,4","14.598,6",,,"5.085,7","5.584,5",,,"21.733,1","20.183,1",
2018-06-15 02:00:00,56.47,56.47,56.47,56.47,,"16.045,8","14.125,2",,,"4.811,9","5.182,5",,,"20.857,7","19.307,7",
2018-06-15 03:00:00,55.19,55.19,55.19,55.19,,"15.467,7","13.596,0",,,"4.645,0","4.966,7",,,"20.112,7","18.562,7",
2018-06-15 04:00:00,55.2,55.2,55.2,55.2,,"15.247,6","13.291,1",,,"4.555,7","4.962,2",,,"19.803,3","18.253,3",
2018-06-15 05:00:00,56.89,56.89,56.89,56.89,,"15.417,4","13.289,2",,,"4.513,2","5.091,4",,,"19.930,6","18.380,6",
2018-06-15 06:00:00,56.74,56.74,56.74,56.74,,"16.070,9","13.775,5",,,"4.492,0","5.287,4",,,"20.562,9","19.062,9",
2018-06-15 07:00:00,59.92,59.92,59.92,59.92,,"17.809,6","14.286,0",,,"4.596,9","6.397,8",,,"22.406,5","20.683,8",
2018-06-15 08:00:00,61.9,61.9,61.9,61.9,,"19.062,6","16.274,6",,,"5.219,4","7.833,4",,,"24.282,0","24.108,0",
2018-06-15 09:00:00,61.76,61.76,61.76,61.76,,"19.886,6","17.095,7",,,"6.064,5","7.724,4",,,"25.951,1","24.820,1",
2018-06-15 10:00:00,60.67,60.67,60.67,60.67,,"20.659,8","17.646,8",,,"6.406,2","6.713,2",,,"27.066,0","24.360,0",
2018-06-15 11:00:00,60.46,60.46,60.46,60.46,,"21.318,6","18.130,5",,,"6.453,7","6.741,8",,,"27.772,3","24.872,3",
2018-06-15 12:00:00,60.89,60.89,60.89,60.89,,"21.716,8","18.463,2",,,"6.593,3","6.946,9",,,"28.310,1","25.410,1",
2018-06-15 13:00:00,60.54,60.54,60.54,60.54,,"21.993,9","18.671,4",,,"6.405,7","6.828,2",,,"28.399,6","25.499,6",
2018-06-15 14:00:00,59.5,59.5,59.5,59.5,,"21.873,0","18.697,7",,,"6.388,7","6.664,0",,,"28.261,7","25.361,7",
2018-06-15 15:00:00,57.51,57.51,57.51,57.51,,"21.273,7","18.461,0",,,"6.579,3","6.492,0",,,"27.853,0","24.953,0",
2018-06-15 16:00:00,56.23,56.23,56.23,56.23,,"21.296,4","18.362,4",,,"6.528,7","6.562,7",,,"27.825,1","24.925,1",
2018-06-15 17:00:00,56.69,56.69,56.69,56.69,,"21.348,0","18.505,6",,,"6.391,8","6.781,0",,,"27.739,8","25.286,6",
2018-06-15 18:00:00,56.23,56.23,56.23,56.23,,"21.011,8","18.064,4",,,"6.150,1","6.939,6",,,"27.161,9","25.004,0",
2018-06-15 19:00:00,56.35,56.35,56.35,56.35,,"20.215,3","17.768,3",,,"6.018,0","7.078,3",,,"26.233,3","24.846,6",
2018-06-15 20:00:00,56.1,56.1,56.1,56.1,,"20.188,3","16.902,7",,,"6.051,7","7.330,7",,,"26.240,0","24.233,4",
2018-06-15 21:00:00,56.49,56.49,56.49,56.49,,"20.497,2","16.230,3",,,"6.071,9","7.445,7",,,"26.569,1","23.676,0",
2018-06-15 22:00:00,56.53,56.53,56.53,56.53,,"19.626,1","15.875,7",,,"6.171,8","7.472,0",,,"25.797,9","23.347,7",
2018-06-15 23:00:00,53.12,53.12,53.12,53.12,,"18.317,7","15.111,3",,,"5.835,7","7.042,1",,,"24.153,4","22.153,4",
2018-06-16 00:00:00,51.84,51.84,51.84,51.84,,"17.557,8","15.308,2",,,"5.473,3","5.222,9",,,"23.031,1","20.531,1",
2018-06-16 01:00:00,51.22,51.22,51.22,51.22,,"16.305,0","14.827,7",,,"5.016,1","3.993,4",,,"21.321,1","18.821,1",
2018-06-16 02:00:00,51.4,51.4,51.4,51.4,,"15.336,8","14.557,9",,,"4.779,6","3.758,5",,,"20.116,4","18.316,4",
2018-06-16 03:00:00,51.1,51.1,51.1,51.1,,"14.740,1","14.018,6",,,"4.591,2","3.512,7",,,"19.331,3","17.531,3",
2018-06-16 04:00:00,51.6,51.6,51.6,51.6,,"14.355,7","13.067,4",,,"4.468,1","3.956,4",,,"18.823,8","17.023,8",
2018-06-16 05:00:00,51.4,51.4,51.4,51.4,,"14.019,8","12.644,0",,,"4.362,5","3.938,3",,,"18.382,3","16.582,3",
2018-06-16 06:00:00,54.0,54.0,54.0,54.0,,"13.843,5","12.110,8",,,"4.253,7","4.236,4",,,"18.097,2","16.347,2",
2018-06-16 07:00:00,51.63,51.63,51.63,51.63,,"14.226,7","11.714,6",,,"4.149,1","4.911,2",,,"18.375,8","16.625,8",
2018-06-16 08:00:00,52.06,52.06,52.06,52.06,,"15.761,1","12.140,2",,,"4.386,3","5.157,2",,,"20.147,4","17.297,4",
2018-06-16 09:00:00,52.19,52.19,52.19,52.19,,"17.507,2","14.275,0",,,"4.777,5","5.159,7",,,"22.284,7","19.434,7",
2018-06-16 10:00:00,54.02,54.02,54.02,54.02,,"18.659,6","15.805,9",,,"5.139,4","5.143,1",,,"23.799,0","20.949,0",
2018-06-16 11:00:00,55.0,55.0,55.0,55.0,,"18.841,7","16.263,6",,,"5.367,0","5.145,1",,,"24.208,7","21.408,7",
2018-06-16 12:00:00,55.0,55.0,55.0,55.0,,"19.081,1","16.613,5",,,"5.481,7","5.149,3",,,"24.562,8","21.762,8",
2018-06-16 13:00:00,55.0,55.0,55.0,55.0,,"19.322,5","16.891,9",,,"5.526,7","5.157,3",,,"24.849,2","22.049,2",
2018-06-16 14:00:00,57.0,57.0,57.0,57.0,,"19.341,8","16.930,0",,,"5.450,8","5.062,6",,,"24.792,6","21.992,6",
2018-06-16 15:00:00,52.11,52.11,52.11,52.11,,"19.010,6","16.813,9",,,"5.387,1","4.783,8",,,"24.397,7","21.597,7",
2018-06-16 16:00:00,51.7,51.7,51.7,51.7,,"18.778,7","16.966,4",,,"5.335,0","4.347,3",,,"24.113,7","21.313,7",
2018-06-16 17:00:00,51.2,51.2,51.2,51.2,,"18.642,8","16.891,5",,,"5.210,7","4.162,0",,,"23.853,5","21.053,5",
2018-06-16 18:00:00,51.39,51.39,51.39,51.39,,"18.717,7","16.779,0",,,"5.185,0","4.323,7",,,"23.902,7","21.102,7",
2018-06-16 19:00:00,51.18,51.18,51.18,51.18,,"18.723,7","16.441,7",,,"5.221,6","4.703,6",,,"23.945,3","21.145,3",
2018-06-16 20:00:00,52.0,52.0,52.0,52.0,,"19.030,5","15.977,4",,,"5.356,8","5.609,9",,,"24.387,3","21.587,3",
2018-06-16 21:00:00,56.9,56.9,56.9,56.9,,"18.843,4","15.669,8",,,"5.395,4","5.769,0",,,"24.238,8","21.438,8",
2018-06-16 22:00:00,54.9,54.9,54.9,54.9,,"18.788,5","15.721,2",,,"5.529,9","5.747,2",,,"24.318,4","21.468,4",
2018-06-16 23:00:00,52.15,52.15,52.15,52.15,,"17.774,2","15.759,1",,,"5.331,3","4.846,4",,,"23.105,5","20.605,5",
2018-06-17 00:00:00,47.4,47.4,47.4,47.4,,"16.554,1","15.454,9",,,"5.027,9","3.627,1",,,"21.582,0","19.082,0",
2018-06-17 01:00:00,48.0,48.0,48.0,48.0,,"15.366,9","15.326,2",,,"4.705,7","2.946,4",,,"20.072,6","18.272,6",
2018-06-17 02:00:00,44.1,44.1,44.1,44.1,,"14.535,2","14.941,0",,,"4.888,0","2.682,2",,,"19.423,2","17.623,2",
2018-06-17 03:00:00,43.49,43.49,43.49,43.49,,"13.944,7","14.528,9",,,"5.084,5","2.700,3",,,"19.029,2","17.229,2",
2018-06-17 04:00:00,42.74,42.74,42.74,42.74,,"13.611,7","14.234,2",,,"5.224,6","2.802,1",,,"18.836,3","17.036,3",
2018-06-17 05:00:00,42.61,42.61,42.61,42.61,,"13.465,4","13.967,1",,,"5.209,4","2.907,7",,,"18.674,8","16.874,8",
2018-06-17 06:00:00,41.98,41.98,41.98,41.98,,"13.222,1","13.762,8",,,"5.256,6","2.915,9",,,"18.478,7","16.678,7",
2018-06-17 07:00:00,41.98,41.98,41.98,41.98,,"13.319,2","13.625,3",,,"5.130,2","3.024,1",,,"18.449,4","16.649,4",
2018-06-17 08:00:00,42.99,42.99,42.99,42.99,,"13.891,0","13.821,2",,,"4.849,1","3.118,9",,,"18.740,1","16.940,1",
2018-06-17 09:00:00,44.1,44.1,44.1,44.1,,"15.515,8","15.425,3",,,"4.674,4","2.964,9",,,"20.190,2","18.390,2",
2018-06-17 10:00:00,44.1,44.1,44.1,44.1,,"16.259,3","16.428,6",,,"5.035,4","3.066,1",,,"21.294,7","19.494,7",
2018-06-17 11:00:00,44.76,44.76,44.76,44.76,,"16.914,7","17.582,2",,,"5.359,7","2.942,2",,,"22.274,4","20.524,4",
